Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
09/24/2018,86.6,86.6,86.6,86.6,1,+1.17%,0,0
09/21/2018,85.6,85.6,85.6,85.6,0.1,+0.12%,0,0
09/20/2018,85.5,85.5,85.5,85.5,0.55,+0.65%,0,0
09/19/2018,84.95,84.95,84.95,84.95,1.5,+1.80%,0,0
09/18/2018,83.45,83.45,83.45,83.45,0.1,+0.12%,0,0
09/17/2018,83.35,83.35,83.35,83.35,1.2,+1.46%,0,0
09/14/2018,82.15,82.15,82.15,82.15,-0.35,-0.42%,0,0
09/13/2018,82.5,82.5,82.5,82.5,0.05,+0.06%,0,0
09/12/2018,82.45,82.45,82.45,82.45,-0.05,-0.06%,0,0
09/11/2018,82.5,82.5,82.5,82.5,0.8,+0.98%,0,0
09/10/2018,81.7,81.7,81.7,81.7,1.2,+1.49%,0,0
09/07/2018,80.5,80.5,80.5,80.5,-1.05,-1.29%,0,0
09/06/2018,81.55,81.55,81.55,81.55,0.05,+0.06%,0,0
09/05/2018,81.5,81.5,81.5,81.5,1,+1.24%,0,0
09/04/2018,80.5,80.5,80.5,80.5,1.8,+2.29%,0,0
08/31/2018,78.7,78.7,78.7,78.7,1.2,+1.55%,0,0
08/30/2018,77.5,77.5,77.5,77.5,-2.05,-2.58%,0,0
08/29/2018,79.55,79.55,79.55,79.55,0.95,+1.21%,0,0
08/28/2018,78.6,78.6,78.6,78.6,0.85,+1.09%,0,0
08/27/2018,77.75,77.75,77.75,77.75,0,0.00%,0,0
08/24/2018,77.75,77.75,77.75,77.75,0.8,+1.04%,0,0
08/23/2018,76.95,76.95,76.95,76.95,0.45,+0.59%,0,0
08/22/2018,76.5,76.5,76.5,76.5,0.15,+0.20%,0,0
08/21/2018,76.35,76.35,76.35,76.35,-0.75,-0.97%,0,0
08/20/2018,77.1,77.1,77.1,77.1,-0.15,-0.19%,0,0
08/17/2018,77.25,77.25,77.25,77.25,1.35,+1.78%,0,0
08/16/2018,75.9,75.9,75.9,75.9,0.4,+0.53%,0,0
08/15/2018,75.5,75.5,75.5,75.5,-0.4,-0.53%,0,0
08/14/2018,75.9,75.9,75.9,75.9,0.2,+0.26%,0,0
08/13/2018,75.7,75.7,75.7,75.7,0.55,+0.73%,0,0
08/10/2018,75.15,75.15,75.15,75.15,0.55,+0.74%,0,0
08/09/2018,74.6,74.6,74.6,74.6,0.65,+0.88%,0,0
08/08/2018,73.95,73.95,73.95,73.95,-1.9,-2.50%,0,0
08/07/2018,75.85,75.85,75.85,75.85,0.2,+0.26%,0,0
08/06/2018,75.65,75.65,75.65,75.65,1.75,+2.37%,0,0
08/03/2018,73.9,73.9,73.9,73.9,-0.15,-0.20%,0,0
08/02/2018,74.05,74.05,74.05,74.05,-0.25,-0.34%,0,0
"Downloaded from Barchart.com as of 01-15-2022 06:28pm CST"
